20-nov;12:17:16;169;
20-nov;12:17:17;115;
20-nov;12:17:17;118;
20-nov;12:17:18;105;
20-nov;12:17:19;111;
20-nov;12:17:19;103;
20-nov;12:17:20;111;
20-nov;12:17:20;112;
20-nov;12:17:21;120;
20-nov;12:17:21;105;
20-nov;12:17:22;124;
20-nov;12:17:22;107;
20-nov;12:17:23;119;
20-nov;12:17:23;120;
20-nov;12:17:24;110;
